Customer ID,First Name,Last Name,Age,Gender,Address,City,Contact Number,Email,Account Type,Account Balance,Date Of Account Opening,Last Transaction Date,TransactionID,Transaction Date,Transaction Type,Transaction Amount,Account Balance After Transaction,Branch ID,Loan ID,Loan Amount,Loan Type,Interest Rate,Loan Term,Approval/Rejection Date,Loan Status,CardID,Card Type,Credit Limit,Credit Card Balance,Minimum Payment Due,Payment Due Date,Last Credit Card Payment Date,Rewards Points,Feedback ID,Feedback Date,Feedback Type,Resolution Status,Resolution Date,Anomaly,Transaction Description,Merchant Category,KYC Status,KYC Last Updated Date,AML Flag,Account Freeze Flag
1065.0,Daniel,Perez,27.0,Female,Address_1065,Dallas,19458795918.0,daniel.perez@kag.com,Current,6223.02,6/24/2015,11/9/2023,1065.0,,Deposit,2417.98,8641.0,77.0,1065.0,43253.75,Mortgage,8.79,36.0,11/15/2021,Rejected,1065.0,MasterCard,2233.28,,68.97,11/4/2023,10/11/2023,1779.0,1065.0,6/6/2023,Praise,Resolved,11/11/2023,1.0,POS - Starbucks,Utilities,Complete,2024-11-22,0.0,0.0
1066.0,Elizabeth,Garcia,55.0,Other,Address_1066,Austin,19458795919.0,elizabeth.garcia@kag.com,Savings,2097.95,8/23/2011,12/17/2023,1066.0,1/23/2023,Transfer,1578.64,,17.0,1066.0,12305.75,Personal,4.72,36.0,6/22/2021,Approved,1066.0,AMEX,8406.67,2905.19,145.26,,9/7/2023,8569.0,1066.0,6/7/2023,Complaint,Resolved,4/28/2023,1.0,Bill Payment - Electricity,,Expired,2025-07-28,0.0,0.0
1067.0,Amanda,Wright,30.0,Other,Address_1067,Austin,19458795920.0,amanda.wright@kag.com,Current,5632.61,3/30/2016,6/15/2023,1067.0,8/13/2023,Transfer,919.75,4712.86,46.0,1067.0,6325.72,Personal,9.67,12.0,1/7/2022,Approved,1067.0,AMEX,7612.55,2725.77,136.29,4/29/2023,6/10/2023,4001.0,1067.0,4/6/2023,Praise,Resolved,12/15/2023,,UPI - Amazon Pay,Salary/Income,Incomplete,,0.0,0.0
1068.0,Mary,Perez,55.0,Female,Address_1068,Philadelphia,19458795921.0,mary.perez@kag.com,Savings,7920.35,ERR,2/1/2023,1068.0,5/24/2023,Deposit,1420.25,9340.6,94.0,1068.0,18276.81,Mortgage,6.68,12.0,4/19/2021,Approved,1068.0,,2113.9,3979.68,198.98,9/15/2023,4/10/2023,7087.0,1068.0,3/9/2023,Praise,Pending,12/3/2023,1.0,POS - Big Bazaar,Cash Withdrawal,Expired,2022-03-12,0.0,0.0
1069.0,Richard,Smith,29.0,Male,Address_1069,New York,19458795922.0,richard.smith@kag.com,Current,8143.8,,4/22/2023,1069.0,11/2/2023,Deposit,2319.02,10462.82,19.0,1069.0,35963.66,Auto,7.81,24.0,5/15/2020,Approved,1069.0,Visa,4804.5,1307.01,65.35,3/29/2023,10/30/2023,2276.0,1069.0,5/27/2023,Praise,Resolved,6/30/2023,-1.0,UPI - Amazon Pay,Salary/Income,Complete,2023-04-20,1.0,0.0
1070.0,Michelle,Martin,63.0,Female,Address_1070,Philadelphia,19458795923.0,michelle.martin@kag.com,Savings,6543.17,8/31/2010,8/13/2023,1070.0,3/13/2023,Transfer,2743.59,3799.58,12.0,1070.0,17641.92,Mortgage,5.59,36.0,7/13/2021,Approved,1070.0,Visa,3805.81,1295.82,,3/24/2023,12/7/2023,1723.0,1070.0,5/7/2023,Suggestion,Resolved,10/21/2023,-1.0,NEFT Transfer - Rent,Utilities,Complete,2021-12-26,0.0,0.0
1071.0,Mary,Perez,66.0,Female,Address_1071,San Jose,19458795924.0,mary.perez@kag.com,Current,7854.73,2/27/2012,10/2/2023,1071.0,8/13/2023,Transfer,3111.23,10965.96,90.0,1071.0,16154.72,Auto,4.87,60.0,3/18/2020,Rejected,1071.0,AMEX,2474.91,1774.06,88.7,5/25/2023,7/13/2023,737.0,1071.0,5/31/2023,Praise,Resolved,10/26/2023,1.0,Insurance Premium Payment,Salary/Income,Expired,2024-02-27,0.0,0.0
1072.0,Sarah,Mitchell,44.0,Female,Address_1072,Washington,19458795925.0,sarah.mitchell@kag.com,Current,4775.13,9/29/2006,12/6/2023,1072.0,2/17/2023,Deposit,366.18,4408.95,82.0,1072.0,24915.22,Mortgage,1.76,12.0,6/29/2022,,1072.0,Visa,,2920.52,146.03,4/1/2023,2/23/2023,1484.0,1072.0,8/20/2023,Complaint,Pending,10/3/2023,1.0,UPI - Amazon Pay,Cash Withdrawal,Incomplete,2023-05-14,0.0,0.0
1073.0,James,Hernandez,25.0,Male,Address_1073,Milwaukee,19458795926.0,james.hernandez@kag.com,Savings,5551.49,11/14/2005,10/31/2023,1073.0,2/3/2023,Deposit,3069.72,8621.21,12.0,1073.0,2038.81,Mortgage,2.08,12.0,12/30/2020,Closed,1073.0,Visa,8667.64,676.98,33.85,3/21/2023,5/9/2023,7775.0,1073.0,10/14/2023,Complaint,Resolved,2/1/2023,1.0,NEFT Transfer - Rent,Insurance,Complete,2022-09-26,0.0,
1074.0,Paul,Gonzalez,22.0,Male,Address_1074,Washington,19458795927.0,paul.gonzalez@kag.com,Savings,8808.11,9/10/2016,3/15/2023,1074.0,9/11/2023,Deposit,1766.45,7041.66,50.0,1074.0,25062.6,Personal,6.15,24.0,4/14/2021,Rejected,,MasterCard,8346.43,4774.61,238.73,10/1/2023,1/13/2023,6472.0,1074.0,8/23/2023,Complaint,Resolved,8/6/2023,1.0,ATM Withdrawal,Cash Withdrawal,Complete,2024-06-18,0.0,0.0
1075.0,David,Adams,53.0,Female,Address_1075,Atlanta,19458795928.0,david.adams@kag.com,Savings,4981.5,11/5/2018,,1075.0,3/4/2023,Deposit,1292.28,3689.22,66.0,1075.0,49510.93,,6.52,60.0,5/19/2020,Approved,1075.0,AMEX,6275.02,2303.11,115.16,6/30/2023,12/2/2023,2273.0,1075.0,5/4/2023,Suggestion,Pending,6/28/2023,1.0,ATM Withdrawal,Shopping,Complete,2025-07-09,0.0,0.0
1076.0,Thomas,Williams,55.0,,Address_1076,Portland,19458795929.0,thomas.williams@kag.com,Savings,3574.2,11/12/2004,4/20/2023,1076.0,4/12/2023,Deposit,1661.99,,20.0,1076.0,40168.08,Personal,9.86,,4/15/2020,,,AMEX,6037.1,2516.75,125.84,3/24/2023,4/11/2023,7199.0,1076.0,1/12/2023,Suggestion,Pending,6/7/2023,1.0,UPI - Swiggy,,Complete,2024-05-30,1.0,0.0
1077.0,David,Rodriguez,60.0,Female,Address_1077,Columbus,,david.rodriguez@kag.com,,7990.23,8/16/2010,12/4/2023,1077.0,1/17/2023,Transfer,3924.48,4065.75,6.0,1077.0,4454.1,Mortgage,,,5/6/2021,Approved,1077.0,Visa,6891.81,2053.7,102.68,2/10/2023,7/26/2023,1875.0,1077.0,11/19/2023,Suggestion,Pending,2/20/2023,1.0,UPI - Amazon Pay,Insurance,Complete,2021-08-02,0.0,0.0
1078.0,William,Lopez,47.0,Male,Address_1078,Phoenix,19458795931.0,william.lopez@kag.com,Current,599.69,4/20/2018,6/22/2023,1078.0,8/29/2023,Transfer,4018.41,4618.1,1.0,,33086.3,Mortgage,8.6,60.0,1/22/2021,Closed,1078.0,Visa,9777.88,1936.39,96.82,8/28/2023,8/19/2023,6718.0,1078.0,5/8/2023,Complaint,Resolved,8/24/2023,1.0,POS - Big Bazaar,,Incomplete,2023-07-05,0.0,0.0
1079.0,Joseph,Thompson,54.0,Other,Address_1079,Mesa,19458795932.0,joseph.thompson@kag.com,Savings,9587.73,1999-01-01,9/28/2023,1079.0,10/17/2023,Withdrawal,527.75,9059.98,90.0,1079.0,23594.5,Auto,3.58,48.0,11/5/2022,Rejected,1079.0,AMEX,8409.74,2281.83,114.09,8/14/2023,10/27/2023,1065.0,1079.0,2/12/2023,Complaint,Pending,6/25/2023,1.0,UPI - Amazon Pay,,Expired,2022-08-15,0.0,1.0
1080.0,Nancy,Wilson,46.0,Other,Address_1080,Albuquerque,19458795933.0,nancy.wilson@kag.com,Savings,3466.65,8/12/2002,5/26/2023,1080.0,9/13/2023,Withdrawal,,988.23,7.0,1080.0,41486.18,Mortgage,4.71,12.0,4/15/2022,Rejected,1080.0,MasterCard,,1211.95,60.6,11/5/2023,12/6/2023,9571.0,1080.0,9/10/2023,Suggestion,Resolved,10/4/2023,1.0,POS - Big Bazaar,Insurance,Incomplete,2021-05-15,0.0,0.0
1081.0,Donna,Allen,39.0,Male,Address_1081,Fresno,19458795934.0,donna.allen@kag.com,Savings,6333.2,5/11/2000,10/14/2023,1081.0,12/27/2023,Transfer,2652.2,3681.0,96.0,1081.0,5827.78,Auto,1.92,12.0,5/6/2021,Rejected,1081.0,MasterCard,5201.39,739.4,36.97,10/26/2023,5/7/2023,4601.0,1081.0,11/3/2023,,Resolved,10/6/2023,1.0,Salary from Infosys Ltd.,Salary/Income,Incomplete,2023-01-24,0.0,0.0
1082.0,Andrew,Moore,31.0,Male,Address_1082,San Antonio,19458795935.0,andrew.moore@kag.com,Savings,6886.01,8/27/2001,4/12/2023,1082.0,3/8/2023,Transfer,160.77,7046.78,55.0,1082.0,12403.71,Auto,6.23,60.0,9/27/2020,Approved,1082.0,AMEX,7718.32,2181.63,109.08,2/6/2023,11/6/2023,1394.0,1082.0,12/6/2023,Complaint,Pending,1/26/2023,1.0,UPI - Swiggy,Insurance,Complete,,0.0,0.0
1083.0,Ashley,Carter,27.0,Female,Address_1083,Jacksonville,19458795936.0,ashley.carter@kag.com,Savings,1457.07,10/5/2012,1/15/2023,1083.0,10/7/2023,Withdrawal,3588.15,5045.22,97.0,1083.0,39765.91,Mortgage,1.63,12.0,6/28/2021,Closed,1083.0,Visa,8633.33,3382.33,169.12,1/31/2023,11/30/2023,1079.0,1083.0,12/12/2023,Complaint,,9/7/2023,1.0,Salary from Infosys Ltd.,Cash Withdrawal,Incomplete,2024-08-19,0.0,0.0
1084.0,Donald,Green,28.0,Male,Address_1084,San Francisco,19458795937.0,donald.green@kag.com,Current,8246.32,4/14/2020,9/6/2023,1084.0,9/23/2023,Withdrawal,1840.3,6406.02,74.0,1084.0,42610.77,Mortgage,5.02,48.0,3/19/2022,Approved,1084.0,Visa,1760.87,1782.18,89.11,5/28/2023,7/14/2023,5130.0,1084.0,,,Resolved,9/26/2023,1.0,UPI - Amazon Pay,Shopping,Complete,2024-08-03,0.0,0.0
1085.0,Ronald,Rodriguez,52.0,Other,Address_1085,Baltimore,19458795938.0,ronald.rodriguez@kag.com,Savings,5763.92,11/1/2003,3/6/2023,1085.0,1/5/2023,Withdrawal,2095.81,3668.11,15.0,1085.0,26936.47,Personal,6.1,,3/19/2022,Rejected,1085.0,AMEX,7244.84,,27.0,3/12/2023,12/1/2023,7752.0,1085.0,5/14/2023,Praise,Resolved,,1.0,UPI - Swiggy,Salary/Income,Incomplete,2025-05-05,0.0,0.0
1086.0,Robert,Thompson,40.0,Female,Address_1086,Nashville,19458795939.0,robert.thompson@kag.com,Current,3346.49,8/26/2017,12/27/2023,1086.0,1/31/2023,Deposit,3053.54,292.95,95.0,1086.0,1965.15,,3.05,36.0,2/13/2020,Closed,1086.0,AMEX,2375.89,2619.81,130.99,4/18/2023,12/30/2023,1153.0,1086.0,2/23/2023,Praise,Resolved,2/19/2023,1.0,Salary from Infosys Ltd.,Cash Withdrawal,Complete,2024-04-27,0.0,0.0
1087.0,Amanda,Martinez,25.0,Female,Address_1087,San Jose,19458795940.0,amanda.martinez@kag.com,Savings,8521.79,12/23/2006,6/23/2023,1087.0,6/1/2023,Withdrawal,2350.01,10871.8,24.0,1087.0,44792.04,Mortgage,,48.0,1/15/2020,Approved,1087.0,Visa,1953.81,2620.36,131.02,2/20/2023,9/13/2023,1277.0,1087.0,1/9/2023,Praise,Resolved,4/30/2023,1.0,POS - Starbucks,Utilities,Complete,2024-08-13,0.0,0.0
1088.0,Stephanie,Jackson,38.0,Other,Address_1088,New York,19458795941.0,stephanie.jackson@kag.com,Savings,6288.3,10/8/2015,11/27/2023,1088.0,9/24/2023,Deposit,3742.27,10030.57,29.0,1088.0,19755.5,Mortgage,7.07,60.0,,Closed,1088.0,AMEX,8591.74,844.57,42.23,2/7/2023,6/26/2023,4762.0,1088.0,2/25/2023,Suggestion,Resolved,4/17/2023,1.0,UPI - Amazon Pay,Insurance,Incomplete,2025-03-30,0.0,0.0
1089.0,Susan,Campbell,54.0,Male,Address_1089,New York,19458795942.0,susan.campbell@kag.com,Current,7879.2,2/28/2005,12/24/2023,1089.0,2/20/2023,Deposit,2983.33,4895.87,82.0,1089.0,2944.35,Auto,,60.0,5/29/2021,Approved,1089.0,AMEX,8079.54,1715.46,85.77,11/27/2023,3/11/2023,4725.0,1089.0,2/3/2023,Praise,Pending,12/24/2023,1.0,Salary from Infosys Ltd.,Cash Withdrawal,Incomplete,2022-01-24,,
1090.0,William,Jones,45.0,Female,Address_1090,Tucson,19458795943.0,william.jones@kag.com,Savings,9923.87,12/4/2000,1/30/2023,1090.0,9/4/2023,Withdrawal,,,71.0,1090.0,41121.8,Personal,9.85,12.0,5/22/2021,Closed,1090.0,AMEX,7719.32,3946.56,197.33,8/25/2023,5/17/2023,6213.0,1090.0,6/2/2023,Complaint,Resolved,5/28/2023,1.0,,Salary/Income,Expired,2025-01-22,0.0,0.0
1091.0,David,Campbell,69.0,Other,Address_1091,Kansas City,19458795944.0,david.campbell@kag.com,Savings,1389.74,11/21/2015,2/10/2023,1091.0,2/17/2023,Transfer,4353.73,5743.47,34.0,1091.0,21485.39,Auto,5.88,48.0,4/16/2020,Approved,1091.0,AMEX,1217.79,160.8,8.04,6/21/2023,6/20/2023,2176.0,1091.0,6/12/2023,Praise,Resolved,12/11/2023,1.0,POS - Starbucks,Shopping,Expired,2023-01-14,0.0,0.0
1092.0,Kimberly,Thompson,48.0,Other,Address_1092,Boston,19458795945.0,kimberly.thompson@kag.com,Current,7521.01,12/15/2017,3/8/2023,1092.0,11/30/2023,Withdrawal,1086.81,6434.2,78.0,1092.0,,Mortgage,1.24,60.0,9/5/2021,Closed,1092.0,Visa,3311.74,475.26,23.76,2/19/2023,8/25/2023,4411.0,1092.0,4/22/2023,Suggestion,Resolved,7/29/2023,1.0,ATM Withdrawal,Shopping,Expired,2024-07-08,0.0,0.0
1093.0,Barbara,Robinson,45.0,Other,Address_1093,Detroit,19458795946.0,barbara.robinson@kag.com,Current,7600.94,6/29/2002,9/30/2023,1093.0,5/12/2023,Withdrawal,3570.53,4030.41,84.0,1093.0,40277.33,Personal,4.15,36.0,12/19/2020,Rejected,1093.0,Visa,4879.99,3503.37,175.17,12/13/2023,12/24/2023,8037.0,1093.0,7/20/2023,Complaint,Pending,12/31/2023,1.0,UPI - Amazon Pay,Insurance,Incomplete,2022-12-05,0.0,0.0
1094.0,Andrew,Harris,59.0,,Address_1094,San Jose,19458795947.0,andrew.harris@kag.com,Savings,,12/10/2010,1/26/2023,1094.0,5/16/2023,Withdrawal,3963.12,12722.55,,1094.0,23428.07,Mortgage,9.81,24.0,12/19/2022,Rejected,1094.0,Visa,8920.41,2862.4,143.12,5/16/2023,,1458.0,1094.0,12/4/2023,Praise,Pending,9/9/2023,1.0,POS - Starbucks,Cash Withdrawal,Incomplete,2023-07-14,0.0,0.0
1095.0,Andrew,Ramirez,44.0,Male,Address_1095,Louisville,19458795948.0,andrew.ramirez@kag.com,Current,,9/10/2011,4/28/2023,1095.0,1/7/2023,Withdrawal,3444.53,7584.38,37.0,1095.0,30782.67,Mortgage,9.12,36.0,12/20/2020,Rejected,1095.0,MasterCard,5708.52,2894.09,144.7,11/6/2023,8/25/2023,8978.0,1095.0,10/11/2023,Complaint,Pending,3/18/2023,1.0,ATM Withdrawal,Salary/Income,Complete,2023-02-12,0.0,1.0
1096.0,James,King,57.0,Male,Address_1096,Tucson,19458795949.0,james.king@kag.com,Savings,8709.55,12/15/2021,11/25/2023,1096.0,4/29/2023,Withdrawal,2114.8,6594.75,42.0,1096.0,41332.95,Auto,2.36,36.0,8/18/2021,Approved,1096.0,Visa,5487.75,2288.44,114.42,10/23/2023,4/5/2023,1664.0,1096.0,7/1/2023,Complaint,Pending,10/2/2023,1.0,Salary from Infosys Ltd.,Food & Dining,Expired,2024-02-11,0.0,0.0
1097.0,Michelle,Hall,38.0,ERR,Address_1097,Atlanta,19458795950.0,michelle.hall@kag.com,Savings,6434.84,1/22/2015,7/28/2023,1097.0,10/15/2023,Deposit,4390.99,10825.83,64.0,1097.0,26598.68,Auto,8.7,48.0,10/6/2022,Closed,1097.0,AMEX,1041.54,429.49,21.47,2/16/2023,9/10/2023,301.0,1097.0,1/12/2023,Praise,Resolved,7/12/2023,1.0,NEFT Transfer - Rent,Utilities,Complete,2023-05-14,0.0,0.0
1098.0,Lisa,Mitchell,,Other,Address_1098,Baltimore,19458795951.0,lisa.mitchell@kag.com,Savings,780.84,8/19/2012,12/23/2023,1098.0,12/8/2023,Withdrawal,1645.22,-864.38,95.0,1098.0,6413.42,Auto,6.57,12.0,8/29/2021,Rejected,1098.0,MasterCard,8467.8,264.52,13.23,1/4/2023,10/20/2023,4982.0,1098.0,8/2/2023,Suggestion,Resolved,10/22/2023,1.0,UPI - Amazon Pay,Utilities,Complete,2023-11-26,0.0,0.0
1099.0,Mark,Campbell,46.0,Female,Address_1099,San Diego,19458795952.0,mark.campbell@kag.com,Current,412.02,6/15/2002,9/5/2023,1099.0,,Transfer,3438.51,3850.53,19.0,1099.0,48224.33,Auto,1.2,60.0,7/20/2020,Approved,1099.0,MasterCard,6265.88,,81.04,7/27/2023,10/9/2023,1920.0,1099.0,10/25/2023,Suggestion,Pending,3/23/2023,1.0,UPI - Swiggy,Salary/Income,Complete,2021-03-20,0.0,0.0
1100.0,,Harris,32.0,Other,Address_1100,New York,19458795953.0,linda.harris@kag.com,Current,4866.71,7/21/2007,4/5/2023,1100.0,8/6/2023,Transfer,4389.54,9256.25,23.0,1100.0,15040.48,Auto,7.82,12.0,1/30/2020,,1100.0,MasterCard,4342.23,283.28,14.16,10/31/2023,3/27/2023,2430.0,1100.0,1/25/2023,Suggestion,,10/8/2023,1.0,POS - Big Bazaar,Food & Dining,Complete,,0.0,0.0
1101.0,William,Martinez,50.0,Female,Address_1101,Fort Worth,19458795954.0,william.martinez@kag.com,Savings,7879.74,10/8/2022,11/10/2023,,4/25/2023,Deposit,785.59,8665.33,71.0,1101.0,49718.22,Mortgage,4.72,48.0,3/15/2022,Approved,1101.0,AMEX,2444.6,2826.37,141.32,11/22/2023,2/5/2023,5115.0,1101.0,6/19/2023,Complaint,Resolved,10/28/2023,-1.0,POS - Big Bazaar,Shopping,Expired,2024-07-25,,1.0
1102.0,,Wilson,54.0,Female,Address_1102,Phoenix,19458795955.0,kenneth.wilson@kag.com,Savings,3903.89,,4/5/2023,1102.0,6/13/2023,Deposit,3266.65,7170.54,6.0,1102.0,1295.2,Mortgage,4.57,48.0,9/29/2021,Closed,,AMEX,4773.96,,169.76,4/22/2023,2/15/2023,7056.0,1102.0,8/9/2023,Complaint,Resolved,10/25/2023,1.0,Salary from Infosys Ltd.,Insurance,Complete,2022-11-05,0.0,0.0
1103.0,Paul,Adams,,Female,Address_1103,Las Vegas,19458795956.0,paul.adams@kag.com,Current,8533.14,11/27/2002,4/12/2023,1103.0,10/12/2023,Withdrawal,4505.79,13038.93,99.0,1103.0,24705.61,,4.45,60.0,4/13/2022,Closed,1103.0,MasterCard,3148.49,3091.38,154.57,3/13/2023,11/16/2023,4104.0,1103.0,11/2/2023,Suggestion,Pending,8/2/2023,1.0,POS - Flipkart,Rent,Incomplete,2021-11-08,0.0,0.0
1104.0,Susan,Rivera,53.0,Male,Address_1104,Philadelphia,19458795957.0,susan.rivera@kag.com,,4972.01,9/4/2000,8/2/2023,1104.0,8/11/2023,Withdrawal,524.38,5496.39,93.0,1104.0,35541.81,Mortgage,6.37,36.0,10/19/2022,Closed,1104.0,MasterCard,5051.75,3646.69,182.33,4/11/2023,7/21/2023,2570.0,1104.0,7/11/2023,Suggestion,Pending,2/5/2023,1.0,,Rent,Incomplete,2025-04-02,0.0,0.0
1105.0,Ashley,Robinson,,Other,Address_1105,Boston,19458795958.0,ashley.robinson@kag.com,Current,360.26,4/3/2005,5/11/2023,1105.0,3/27/2023,Deposit,737.31,-377.05,55.0,1105.0,45408.79,Auto,7.43,48.0,8/23/2022,Closed,1105.0,MasterCard,3758.48,4760.38,238.02,7/28/2023,9/13/2023,8985.0,1105.0,5/17/2023,Complaint,Pending,1/16/2023,1.0,Salary from Infosys Ltd.,Insurance,Incomplete,2021-07-23,1.0,0.0
1106.0,Andrew,Green,45.0,Female,Address_1106,New York,19458795959.0,andrew.green@kag.com,Current,9739.28,,5/12/2023,1106.0,,Transfer,1897.5,7841.78,77.0,1106.0,39236.51,Personal,6.83,60.0,4/12/2020,Closed,1106.0,MasterCard,1395.76,4837.23,241.86,1/29/2023,4/23/2023,9352.0,1106.0,12/15/2023,Suggestion,Pending,8/6/2023,1.0,POS - Starbucks,Salary/Income,Expired,2023-09-12,,
1107.0,Charles,Harris,27.0,Other,Address_1107,Boston,19458795960.0,charles.harris@kag.com,Current,4947.16,10/24/2022,4/12/2023,1107.0,2/22/2023,Withdrawal,4971.61,-24.45,39.0,1107.0,13525.76,Auto,3.18,36.0,1/14/2022,Approved,1107.0,AMEX,9931.99,1427.41,71.37,7/10/2023,1/10/2023,9653.0,1107.0,5/4/2023,Complaint,Pending,8/12/2023,1.0,UPI - Amazon Pay,Food & Dining,Complete,2021-01-17,0.0,
1108.0,Paul,Wilson,40.0,Male,Address_1108,New York,19458795961.0,paul.wilson@kag.com,Current,6536.35,6/24/2011,2/26/2023,1108.0,11/24/2023,Transfer,1127.44,5408.91,25.0,1108.0,12921.92,Auto,7.36,24.0,11/7/2020,Approved,1108.0,Visa,5030.44,1458.1,72.9,3/11/2023,9/6/2023,7364.0,1108.0,11/18/2023,Suggestion,Pending,7/29/2023,1.0,POS - Big Bazaar,Food & Dining,Expired,,0.0,0.0
1109.0,Robert,Wright,45.0,Female,Address_1109,Albuquerque,19458795962.0,robert.wright@kag.com,Current,2072.96,10/23/2015,7/12/2023,1109.0,12/7/2023,Deposit,1630.35,3703.31,98.0,1109.0,18472.75,Auto,2.22,24.0,10/6/2020,Approved,1109.0,MasterCard,8321.98,3716.89,185.84,4/3/2023,1/31/2023,9572.0,1109.0,6/28/2023,Complaint,Pending,9/11/2023,1.0,POS - Big Bazaar,Utilities,Complete,2025-03-15,0.0,0.0
1110.0,Christopher,Mitchell,51.0,Male,Address_1110,Chicago,19458795963.0,christopher.mitchell@kag.com,Savings,3043.57,1/11/2010,9/12/2023,1110.0,1/15/2023,Transfer,4177.13,7220.7,83.0,1110.0,6416.47,Mortgage,9.74,48.0,9/15/2020,Rejected,1110.0,MasterCard,2045.13,4950.04,247.5,2/6/2023,3/23/2023,5537.0,1110.0,,Complaint,Resolved,4/30/2023,1.0,POS - Starbucks,Shopping,Expired,2023-10-14,1.0,
1111.0,Susan,King,22.0,Male,Address_1111,Denver,19458795964.0,susan.king@kag.com,Current,4894.42,10/9/2003,6/11/2023,1111.0,5/7/2023,Transfer,662.41,4232.01,4.0,1111.0,33809.09,Mortgage,5.26,60.0,12/4/2021,Closed,1111.0,MasterCard,6478.81,2064.34,103.22,9/3/2023,11/10/2023,4608.0,1111.0,7/16/2023,Suggestion,Resolved,8/10/2023,-1.0,POS - Big Bazaar,Cash Withdrawal,Expired,2021-07-29,0.0,0.0
,Sandra,Martinez,35.0,Other,Address_1112,Memphis,19458795965.0,sandra.martinez@kag.com,Current,8576.27,8/4/2019,2/1/2023,1112.0,6/25/2023,Transfer,4981.07,13557.34,88.0,1112.0,,Mortgage,1.82,24.0,6/30/2022,Approved,1112.0,MasterCard,5724.37,926.52,46.33,5/23/2023,10/11/2023,3857.0,,6/3/2023,Complaint,Resolved,8/1/2023,1.0,UPI - Swiggy,Food & Dining,Complete,2022-05-14,0.0,0.0
1113.0,Patricia,Wright,23.0,Female,Address_1113,Los Angeles,19458795966.0,patricia.wright@kag.com,Current,1109.35,2/13/2018,6/21/2023,1113.0,4/28/2023,Withdrawal,3696.92,4806.27,33.0,1113.0,32463.11,,,12.0,3/28/2020,Closed,1113.0,AMEX,9582.46,3643.88,182.19,5/11/2023,9/13/2023,6082.0,1113.0,11/17/2023,Suggestion,Resolved,3/30/2023,1.0,UPI - Amazon Pay,Insurance,Expired,2024-11-26,0.0,0.0
1114.0,Matthew,Hernandez,59.0,Male,Address_1114,Dallas,19458795967.0,matthew.hernandez@kag.com,Savings,7825.36,11/3/2007,4/7/2023,1114.0,7/1/2023,Deposit,4796.26,3029.1,66.0,1114.0,27135.31,Auto,6.19,12.0,,Rejected,1114.0,Visa,8232.48,1926.47,96.32,3/16/2023,7/30/2023,6392.0,1114.0,2/17/2023,Complaint,Pending,3/2/2023,1.0,Insurance Premium Payment,Cash Withdrawal,Complete,2022-03-05,0.0,0.0
1115.0,Brian,Hernandez,64.0,Other,Address_1115,San Francisco,19458795968.0,brian.hernandez@kag.com,Current,5835.57,9/4/2012,5/19/2023,,3/9/2023,Withdrawal,730.55,5105.02,2.0,1115.0,25664.11,Personal,1.35,60.0,8/28/2020,Rejected,1115.0,MasterCard,4719.5,400.09,20.0,3/2/2023,7/4/2023,666.0,1115.0,3/25/2023,Praise,Resolved,9/6/2023,1.0,POS - Big Bazaar,Rent,,2024-01-07,0.0,0.0
1116.0,Carol,Lee,40.0,Female,Address_1116,Mesa,19458795969.0,carol.lee@kag.com,Current,5046.69,5/1/2006,10/19/2023,1116.0,11/21/2023,Transfer,1169.86,3876.83,14.0,1116.0,30038.04,Mortgage,1.1,12.0,8/13/2021,Approved,1116.0,,8148.72,3743.25,187.16,10/20/2023,3/18/2023,3462.0,1116.0,10/4/2023,Praise,Pending,7/27/2023,1.0,Salary from Infosys Ltd.,Cash Withdrawal,Incomplete,2025-05-11,0.0,0.0
1117.0,Matthew,Lee,45.0,Female,Address_1117,San Francisco,19458795970.0,matthew.lee@kag.com,Current,8778.22,5/11/2013,5/21/2023,1117.0,12/22/2023,Withdrawal,1860.17,10638.39,50.0,1117.0,35820.03,Personal,,48.0,12/13/2021,Rejected,1117.0,MasterCard,4672.3,2040.67,102.03,11/12/2023,2/5/2023,5246.0,1117.0,5/10/2023,Complaint,,7/20/2023,1.0,UPI - Swiggy,Shopping,Incomplete,2024-01-09,0.0,0.0
1118.0,Karen,Perez,58.0,Male,Address_1118,Fort Worth,19458795971.0,karen.perez@kag.com,Savings,1269.39,8/4/2003,11/9/2023,1118.0,7/11/2023,Withdrawal,264.55,1533.94,11.0,1118.0,39954.97,Auto,4.51,24.0,1/8/2022,Closed,1118.0,,7847.36,2956.73,147.84,5/22/2023,3/4/2023,9385.0,1118.0,4/2/2023,Complaint,Resolved,6/12/2023,1.0,POS - Big Bazaar,Insurance,Expired,2024-08-22,0.0,0.0
1119.0,Michelle,Hall,30.0,Male,Address_1119,Oklahoma City,19458795972.0,michelle.hall@kag.com,Savings,9908.47,6/21/2021,6/2/2023,1119.0,7/13/2023,Withdrawal,312.85,10221.32,34.0,1119.0,35217.74,Auto,3.21,24.0,5/6/2020,Closed,1119.0,,3623.18,3459.54,172.98,9/3/2023,3/11/2023,490.0,1119.0,4/19/2023,Suggestion,Pending,10/15/2023,-1.0,UPI - Swiggy,Shopping,Incomplete,2021-02-27,0.0,0.0
